ud1d74eb77947cb224e7f1f771729df755661f9863dfbe3903d312fffffd65e,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=179,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=179,L-445,Dtto.  2,jose.aguero@congreso.gob.mx,Morelos,1971-10-05,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/051.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=179,Aguero Tovar José Manuel,30,0,0,30,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=179,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=179
ua19549b291960c23513afe9b7698c42aa97d62239d754490a36c3238335572,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=32,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=32,I-296,Dtto.  8,roberto.albores@congreso.gob.mx,Chiapas,1979-02-16,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/154.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=32,Albores Gleason Roberto Armando,4,1,0,3,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=32,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=32
ue6aeb9ffaee5164da6a31721f26f6c48616b182f87d47a1bdb88878ede77d,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=212,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=212,J-344,Dtto.  4,jose.aguilar@congreso.gob.mx,Puebla,1958-12-27,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/070.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=212,Aguilar González José Óscar,0,0,0,0,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=212,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=212
u1262116d16cdc8d9a4ada055d4cf8dc41481465b203790d997bb246babb96c,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=92,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=92,L-458,Dtto.  2,esteban.albarran@congreso.gob.mx,Guerrero,1968-06-30,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/054.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=92,Albarrán Mendoza Esteban,8,0,0,8,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=92,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=92
u1ccf86f1d0a1361d930652de6565d75f0788830bf61f011c05ac2ac3b508f68,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=164,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=164,J-366,Dtto.  39,andres.aguirre@congreso.gob.mx,México,1972-08-26,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/106.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=164,Aguirre Romero Andrés,10,1,0,9,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=164,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=164
u41c748c270a9f53e57289630f92c7eff6c62d0ca2b4864bd99ffcac679755c,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=251,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=251,K-393,Dtto.  5,manuel.acosta@congreso.gob.mx,Sonora,1977-02-04,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/152.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=251,Acosta Gutiérrez Manuel Ignacio,17,0,0,17,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=251,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=251
u1e95ec448c45ea17f19a7306352c858716042b8bdf66bfb84dc4a55e422982,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=98,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=98,M-497,Dtto.  8,angel.aguirre@congreso.gob.mx,Guerrero,1984-10-26,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/044.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=98,Aguirre Herrera Ángel,6,1,0,5,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=98,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=98
uab504fb1f5b455f6ae5f3975d84226f47761faca5c5bc33d7866da6cf4966a,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=280,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=280,K-409,Dtto.  10,ricardo.ahued@congreso.gob.mx,Veracruz,1957-04-18,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/122.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=280,Ahued Bardahuil Ricardo,8,0,0,8,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=280,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=280
u6f9171bc11bbfcd185fa66c26143a2d19292c06bf662a7c5f973efbcabfa91e0,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=794,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=794,L-433,Dtto.  3,efrain.gongora@congreso.gob.mx,Yucatán,1964-11-07,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/757.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=794,Aguilar Góngora Efraín Ernesto,4,0,0,4,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=794,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=794
ub7a10b6235f8395f76fa7a3b53b6e9120c12fc652aa9acb729ea375bb998,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=436,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=436,M-499,Circ.  4,miguel.alvarez@congreso.gob.mx,Guerrero,1945-09-29,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/386.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=436,Álvarez Santamaría Miguel,8,0,0,8,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=436,Representación proporcional,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=436
ub79fa944dc76e8db4c6eaf874c10be30166e1335842c1fe035ad1a53b81fcae2,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=254,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=254,L-440,Dtto.  1,jose.aysa@congreso.gob.mx,Tabasco,1943-01-11,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/168.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=254,Aysa Bernat José Antonio,8,0,0,8,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=254,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=254
u77ff3ee239ec681cecf71ac5f052426c95cce83a876b31860264261f5288e40,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=193,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=193,P-506,Dtto.  8,maria.aguirre@congreso.gob.mx,Nuevo León,1961-12-25,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/201.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=193,Aguirre Maldonado Ma. de Jesús,35,6,0,29,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=193,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=193
u7b813f449f8455ef7143eb0bb50828c7029a37e10835075a8ed695c8a62e2,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=698,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=698,M-470,Dtto.  1,violeta.aviles@congreso.gob.mx,Oaxaca,1957-01-24,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/776.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=698,Avilés Álvarez Violeta,11,0,0,11,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=698,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=698
ub0af7c8ee5483d60a9438c7b279763b3de0ead845c0303bed806436b18ed47,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=201,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=201,M-466,Dtto.  4,heriberto.ambrosio@congreso.gob.mx,Oaxaca,1968-03-16,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/159.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=201,Ambrosio Cipriano Heriberto,8,1,0,7,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=201,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=201
u5fc75b7c37f36c240812ddb501ee528c945b6e53b732b9a3933c3aeb4bee6b,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=99,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=99,M-496,Dtto.  9,fermin.alvarado@congreso.gob.mx,Guerrero,1963-07-07,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/063.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=99,Alvarado Arroyo Fermín Gerardo,9,1,0,8,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=99,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=99
u786988b3a2468b509f4da26e95b1c1a2c851d1b0f2244185ccf26a9f20f83696,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=113,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=113,M-486,Dtto.  7,jorge.arana@congreso.gob.mx,Jalisco,1960-04-15,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/137.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=113,Arana Arana Jorge,10,1,0,9,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=113,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=113
u3a4886f44bc3d65becbebba14e3099db53401a823676522c843c3bab2cabc2dd,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=434,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=434,M-490,Circ.  4,armando.baez@congreso.gob.mx,Distrito Federal,1961-09-30,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/390.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=434,Báez Pinal Armando Jesús,7,0,0,7,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=434,Representación proporcional,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=434
u8bcea0a789602fa88af9a8e2cd8baf97553e47fd3597d7bd2c48a79bcd0d286,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=576,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=576,B-041,Dtto.  4,pedro.avila@congreso.gob.mx,Durango,1937-03-12,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/770.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=576,Ávila Nevárez Pedro,5,0,0,5,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=576,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=576
u3cc9e2943257daef6a26fc98898e249c77491494924b4176a64ae7052815f89,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=188,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=188,M-477,Dtto.  3,eduardo.bailey@congreso.gob.mx,Nuevo León,1961-10-14,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/206.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=188,Bailey Elizondo Eduardo Alonso,14,0,0,14,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=188,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=188
u43e6eaea8e8109ebe84d235bc770ac124a7f4ef8e4181763b39da783b917a,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=238,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=238,J-370,Dtto.  7,sabino.bautista@congreso.gob.mx,San Luis Potosí,1963-08-30,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/208.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=238,Bautista Concepción Sabino,7,0,0,7,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=238,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=238
u6e72909fcd91c1c5c9aaa0d48fff2afe844b2fe947be79fd3568f4c0a01b12a6,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=396,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=396,L-492,Circ.  3,juan.callejas@congreso.gob.mx,Veracruz,1944-07-09,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/334.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=396,Callejas Arroyo Juan Nicolás,13,0,0,13,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=396,Representación proporcional,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=396
u83dd6d4b2953d913747e149a8db3fa2946188aaab3fa28fe1c275b13492e25,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=258,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=258,J-336,Dtto.  5,nicolas.bellizia@congreso.gob.mx,Tabasco,1969-11-19,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/166.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=258,Bellizia Aboaf Nicolás Carlos,10,1,0,9,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=258,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=258
u50edb1c3d3fdf1c2d6a1a55d06247f1ac4736d96c5619d981f8ad59eb42080,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=473,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=473,F-182,Circ.  5,victor.benitez@congreso.gob.mx,México,1945-07-05,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/362.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=473,Benítez Treviño Víctor Humberto,21,5,0,16,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=473,Representación proporcional,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=473
ub6f3fd282f23c659c0ca87d3e1ffd569b3e7568cb1dd1743b674658d02d8075,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=764,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=764,I-301,Dtto.  5,morelos.canseco@congreso.gob.mx,Tamaulipas,1957-09-22,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/774.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=764,Canseco Gómez Morelos Jaime Carlos,13,2,0,11,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=764,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=764
ub1ea40efa89072c8d6da78d0f7263dd494e54c9ba3582933f06da6a1b8f33e50,http://sitl.diputados.gob.mx/LXI_leg/asistencias_diputados_xperiodonplxi.php?dipt=128,http://sitl.diputados.gob.mx/LXI_leg/curricula.php?dipt=128,G-224,Dtto.  3,emilio.chuayffet@congreso.gob.mx,México,1951-10-03,http://sitl.diputados.gob.mx/LXI_leg/./fotos_lxiconfondo/082.jpg,http://sitl.diputados.gob.mx/LXI_leg/iniciativas_diputados_xperiodonplxi.php?dipt=128,Chuayffet Chemor Emilio,7,1,0,6,PRI,http://sitl.diputados.gob.mx/LXI_leg/proposiciones_diputados_xperiodonplxi.php?dipt=128,Mayoría Relativa,http://sitl.diputados.gob.mx/LXI_leg/votaciones_diputados_xperiodonplxi.php?dipt=128
